app_name,positivo,neutral,negativo,playtime_forever,price,Action,Adventure,Casual,Desconocido,Education,Indie,Massively Multiplayer,RPG,Racing,Simulation,Sports,Strategy,Utilities
Sonic Adventure 2,0,9,2,347631,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Sonic Adventure DX,1,2,1,159772,7.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Sonic CD,0,3,0,48472,4.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Sonic Generations Collection,2,8,0,674229,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Sonic Lost World,0,6,0,38817,29.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Sonic the Hedgehog 4 - Episode I,0,1,0,103982,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Sonic the Hedgehog 4 - Episode II,0,2,0,46081,9.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Sophie's Curse,0,1,1,3202,4.99,0,0,1,0,0,1,0,0,0,1,0,0,0
Sora,0,1,0,2282,8.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Soul Gambler,0,3,0,35886,2.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Soundodger+,1,1,0,22896,7.99,0,0,1,0,0,1,0,0,0,0,0,0,0
South Park™: The Stick of Truth™,11,79,2,2043767,29.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Space Beast Terror Fright,0,1,0,11486,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Space Empires V,0,2,0,98162,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Space Farmers,1,1,0,32932,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Space Hack,0,1,0,7626,4.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Space Hole,1,0,0,486,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Space Hulk,0,4,0,118100,24.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Space Hulk Ascension,0,2,0,47124,29.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Space Pirates And Zombies 2,0,1,0,66665,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Space Pirates and Zombies,1,5,0,997117,9.99,1,0,0,0,0,1,0,1,0,0,0,1,0
Space Rift - Episode 1,1,0,0,129,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Space Run,0,1,0,93034,14.99,0,0,0,0,0,1,0,0,0,0,0,1,0
Space Trader: Merchant Marine,1,1,1,15319,4.99,1,0,0,0,0,1,0,0,0,0,0,1,0
SpaceChem,2,7,1,318668,9.99,0,0,0,0,0,1,0,0,0,1,0,0,0
SpaceCorn,0,1,0,12614,0.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Spacebase DF-9,1,4,1,146598,9.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Spakoyno: Back to the USSR 2.0,0,1,0,13872,7.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Sparkle 2 Evo,0,2,1,38889,4.99,1,0,1,0,0,1,0,0,0,1,0,0,0
Sparky's Hunt,0,1,0,34,0.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Spartans Vs Zombies Defense,0,1,0,7332,,1,0,1,0,0,1,0,0,0,0,0,1,0
Spate,0,0,1,1644,1.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Spec Ops: The Line,14,65,4,555313,29.99,1,1,0,0,0,0,0,0,0,0,0,0,0
Speed Kills,0,1,0,9977,9.99,1,0,0,0,0,1,0,0,1,0,0,0,0
SpeedRunners,10,68,5,2250041,14.99,1,0,1,0,0,1,0,0,1,0,1,0,0
Spellsworn,0,1,0,1569,9.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Spellweaver,0,1,0,37023,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0
Spelunky,7,18,2,1517958,14.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Spermination,0,2,0,18552,2.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Sphere III: Enchanted World,0,2,0,8265,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0
Spiral Knights,21,120,11,15588650,0.0,1,1,0,0,0,1,1,1,0,0,0,0,0
Spirit of War,0,1,0,6282,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Spirited Heart Deluxe,0,1,0,8023,19.99,0,0,1,0,0,1,0,1,0,1,0,0,0
Spirits,0,1,0,12249,3.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Splice,0,1,0,14718,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Spoiler Alert,0,2,1,15539,2.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Spooky Cats,0,1,0,2953,2.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Spooky's Jump Scare Mansion,1,19,4,61237,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
Sports Bar VR,1,1,0,3499,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Sprint Cars Road to Knoxville,0,1,0,7441,9.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Spy Chameleon - RGB Agent,0,3,0,11661,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0
"Spy Fox 2 ""Some Assembly Required""",0,2,0,4415,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
"Spy Fox in ""Dry Cereal""",0,2,0,11920,6.99,0,1,1,0,0,0,0,0,0,0,0,0,0
Squad,3,24,1,1118589,39.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Square's Route,0,1,0,276,3.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Squirbs,0,1,0,3318,4.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Squirt's Adventure,0,1,0,63,0.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Squishy the Suicidal Pig,6,13,1,62829,1.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Stacking,0,1,0,137589,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Star Conflict,9,25,4,1306334,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0
Star Horizon,0,0,1,3023,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Star Trek Online,1,27,3,7217425,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Star Wars: Battlefront 2 (Classic, 2005)",12,84,4,3501034,9.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Star Wolves 2,0,1,0,4534,3.99,0,0,0,0,0,0,0,1,0,0,0,1,0
Star Wolves 3: Civil War,0,1,0,40184,4.99,0,0,0,0,0,0,0,1,0,0,0,1,0
StarDrive,0,3,0,281208,29.99,0,0,0,0,0,1,0,0,0,0,0,1,0
StarDrive 2,0,3,0,152151,29.99,0,0,0,0,0,1,0,0,0,0,0,1,0
StarMade,1,4,0,588085,14.99,1,1,0,0,0,1,0,1,0,1,0,1,0
Starbound,51,274,18,22305403,14.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Stardew Valley,13,75,10,5955694,14.99,0,0,0,0,0,1,0,1,0,1,0,0,0
Stardust Vanguards,0,1,0,7294,3.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Starpoint Gemini 2,1,4,1,162607,34.99,1,0,0,0,0,0,0,1,0,1,0,0,0
Starseed Pilgrim,0,0,1,19439,5.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Starward Rogue,0,1,0,3435,11.99,1,1,0,0,0,1,0,1,0,0,0,0,0
State of Anarchy,0,1,0,10933,0.99,1,0,1,0,0,1,0,0,0,1,0,0,0
State of Decay,9,70,6,2479425,13.98,1,0,0,0,0,0,0,1,0,1,0,0,0
State of Decay: YOSE,0,1,0,195538,29.99,1,0,0,0,0,0,0,1,0,1,0,0,0
SteamWorld Dig,1,2,0,147698,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Steel Ocean,1,8,0,357277,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
Steel Rain,0,1,0,8624,9.99,1,0,0,0,0,1,0,1,0,0,0,1,0
Steel Storm: Burning Retribution,0,1,0,37762,14.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Stellar 2D,0,1,0,31863,0.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Stellaris,2,14,1,2655771,39.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Steve Chong Finds Out That Suicide is a Bad Idea,1,0,0,1,1.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Stick 'Em Up 2: Paper Adventures,0,1,0,1463,2.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Stick RPG 2: Director's Cut,0,0,1,35661,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Stigmat,0,2,0,19054,3.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Stock Car Extreme,0,1,0,61140,14.99,0,0,0,0,0,0,0,0,1,1,1,0,0
Stonehearth,0,9,0,329599,24.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Stop Online - Battle of Words,0,1,0,9625,4.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Stranded Deep,11,52,5,753034,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Stray Cat Crossing,1,1,0,2040,2.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Street Fighter V,0,9,1,787587,39.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter X Tekken,0,1,0,144917,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Street Fighter® IV,0,3,0,357304,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Street Legal Racing: Redline v2.3.1,0,1,0,15034,4.99,0,0,0,0,0,0,0,0,1,1,0,0,0
Strife®,1,8,0,383160,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0
Strike Suit Infinity,0,1,1,54922,6.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Strike Suit Zero,3,4,0,123780,19.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Strike Suit Zero: Director's Cut,0,0,1,14584,19.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Strike Vector,1,16,0,56755,11.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Strike.is: The Game,0,1,1,6030,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0
Strong Bad's Cool Game for Attractive People: Season 1,1,0,0,14183,19.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Stronghold 3 Gold,1,4,0,277983,29.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Stronghold Crusader 2,0,6,0,146525,49.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Stronghold Crusader HD,1,4,0,166275,9.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Stronghold HD,0,2,0,175975,5.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Stronghold Kingdoms,4,18,4,5692904,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0
Styx: Master of Shadows,1,3,0,199505,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Submerged,0,1,0,4014,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Subnautica,5,76,3,1576529,24.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Subspace Continuum,0,1,0,16883,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0
Sudeki,0,1,0,30725,5.99,1,1,0,0,0,0,0,1,0,0,0,0,0
Suits: A Business RPG,1,3,0,14171,0.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Summer Sale,0,1,2,4491,0.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Super 3-D Noah's Ark,0,1,0,20692,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Super Amazing Wagon Adventure,1,13,2,58329,2.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Super Chibi Knight,0,2,0,7194,4.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Super Crate Box,7,32,6,196145,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Super Game Jam,0,1,0,4275,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Super Hexagon,10,119,22,677974,2.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Super House of Dead Ninjas,2,5,1,89361,6.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Super Killer Hornet: Resurrection,0,0,1,35682,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Super MNC,9,30,3,1743362,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0
Super Meat Boy,7,54,5,1372353,14.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Super Mega Neo Pug,0,1,0,65196,0.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Super Night Riders,0,1,0,3538,7.99,0,0,0,0,0,1,0,0,1,1,1,0,0
Super Panda Adventures,0,2,0,12742,2.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Super Sanctum TD,1,2,1,97645,4.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Super Switch,0,1,0,5,1.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Super Trench Attack!,0,1,0,19292,4.99,1,0,0,0,0,1,0,1,0,0,0,0,0
Super Win the Game,0,1,0,11696,7.99,1,0,0,0,0,1,0,0,0,0,0,0,0
SuperPower 2 Steam Edition,0,1,0,82753,9.99,0,0,0,0,0,0,0,0,0,1,0,1,0
Superbrothers: Sword & Sworcery EP,1,2,0,41788,7.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Supraball,0,1,0,5857,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0
Supreme Commander,2,2,0,335904,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Supreme Commander 2,1,18,0,4251015,12.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Supreme Commander: Forged Alliance,2,9,0,2111110,14.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Supreme Ruler 1936,0,1,0,46982,12.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Supreme Ruler 2020 Gold,0,1,0,178437,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Supreme Ruler Ultimate,0,1,0,37810,19.99,0,0,0,0,0,1,0,0,0,1,0,1,0
Supreme Ruler: Cold War,0,1,0,71825,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Surfingers,0,1,0,7191,1.99,1,0,1,0,0,1,0,0,0,0,0,0,0
Surgeon Simulator,4,83,7,819666,9.99,1,0,0,0,0,1,0,0,0,1,0,0,0
Survarium,2,21,2,253436,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0
Survival: Postapocalypse Now,0,12,1,54989,4.99,1,1,0,0,0,1,1,0,0,1,0,0,0
Survivalist,0,2,0,79880,4.99,1,1,0,0,0,1,0,1,0,1,0,1,0
Survivor Squad,0,1,0,45646,2.99,1,0,0,0,0,1,0,0,0,0,0,1,0
Sven Co-op,4,25,0,453349,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0
Sweezy Gunner,0,1,0,8701,3.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Sword of the Samurai,0,1,0,5080,6.99,0,1,0,0,0,0,0,0,0,1,0,0,0
Sword of the Stars II: Enhanced Edition,0,1,0,110719,19.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Sword of the Stars: Complete Collection,0,1,0,44740,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
Sword of the Stars: The Pit,1,2,0,192499,12.99,0,0,1,0,0,1,0,1,0,0,0,1,0
Swords and Soldiers HD,0,3,0,83141,9.99,1,0,1,0,0,1,0,0,0,0,0,1,0
Symphony,0,2,0,61361,8.99,1,0,1,0,0,1,0,0,0,0,0,0,0
System Shock 2,1,5,1,203061,9.99,1,0,0,0,0,0,0,1,0,0,0,0,0
T.E.C. 3001,0,0,1,13320,3.99,1,0,0,0,0,1,0,0,1,0,0,0,0
TDP4:Team Battle,0,1,0,2863,,1,1,0,0,0,0,1,0,0,0,0,0,0
TERA,14,32,3,8197022,0.0,1,1,0,0,0,0,1,1,0,0,0,0,0
THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0,1,0,22709,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0,1,0,34916,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
THE KING OF FIGHTERS XIII STEAM EDITION,1,6,0,176944,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
TIS-100,1,0,0,55128,6.99,0,0,0,0,0,1,0,0,0,1,0,0,0
TOXIKK™,2,5,0,30681,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
TUG,0,2,0,21174,,0,1,0,0,0,1,0,1,0,0,0,0,0
TY the Tasmanian Tiger,1,0,0,25903,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
TY the Tasmanian Tiger 4,1,1,0,7554,5.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Tabletop Simulator,3,10,4,1567757,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Tactical Intervention,20,96,11,1130038,,1,0,0,0,0,0,0,0,0,0,0,0,0
Tadpole Treble,0,1,0,2026,4.99,1,1,0,0,0,1,0,0,0,0,0,0,0
Take On Helicopters,0,0,1,50421,19.99,0,0,0,0,0,0,0,0,0,1,0,0,0
Take Thy Throne,0,1,0,1726,1.99,1,1,1,0,0,1,1,0,0,0,0,1,0
Tales Runner,0,1,1,54738,,1,1,1,0,0,0,0,0,1,0,0,0,0
Tales from the Borderlands,15,43,2,762694,24.99,0,1,0,0,0,0,0,0,0,0,0,0,0
Tales of Aravorn: Seasons Of The Wolf,0,1,0,7362,24.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Tales of Maj'Eyal,0,3,2,296545,6.99,0,1,0,0,0,1,0,1,0,0,0,0,0
Tales of Zestiria,2,6,0,359626,49.99,0,0,0,0,0,0,0,1,0,0,0,0,0
Talisman: Digital Edition,0,13,0,399340,7.99,0,0,0,0,0,1,0,1,0,0,0,1,0
Talisman: Prologue,0,1,0,38372,6.99,0,0,0,0,0,1,0,1,0,0,0,1,0
Tap Heroes,0,1,0,63735,2.99,1,1,1,0,0,1,0,1,0,0,0,0,0
Tap Tap Infinity,0,1,0,323416,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0
Tasty Blue,1,2,0,11949,5.99,1,1,1,0,0,1,0,0,0,0,0,0,0
Tea Party Simulator 2015™,0,2,0,31887,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
Team Fortress Classic,3,13,1,883044,4.99,1,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Floppy Ear - Kayaking,0,1,0,17559,4.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Teddy Floppy Ear - Mountain Adventure,1,1,0,17149,4.99,0,1,1,0,0,1,0,0,0,0,0,0,0
Teddy Floppy Ear - The Race,0,2,0,26128,4.99,0,0,0,0,0,1,0,0,1,1,1,0,0
Teeworlds,1,2,0,46646,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0
Teleglitch: Die More Edition,1,4,3,147409,12.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Templar Battleforce,0,1,0,5852,9.99,1,0,0,0,0,1,0,1,0,0,0,1,0
Tengami,0,1,0,1041,4.99,0,1,1,0,0,1,0,0,0,0,0,0,0
TeraBlaster,0,3,1,8092,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0
Terra Incognita ~ Chapter One: The Descendant,0,2,0,36605,0.99,0,1,0,0,0,1,0,1,0,0,0,0,0
TerraTech,0,10,2,191309,19.99,1,0,0,0,0,1,0,0,0,0,0,0,0
Terraria,117,572,40,120774470,9.99,1,1,0,0,0,1,0,1,0,0,0,0,0
Terrorhedron Tower Defense,0,2,0,41174,1.99,0,0,1,0,0,1,0,0,0,0,0,1,0
Tesla Effect: A Tex Murphy Adventure,0,1,0,23289,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
Teslagrad,0,1,0,34410,9.99,0,0,0,0,0,1,0,0,0,0,0,0,0
Test Drive Unlimited 2,1,6,0,985251,19.99,0,0,0,0,0,0,0,0,1,0,0,0,0
Tetrobot and Co.,0,1,0,10967,9.99,0,0,1,0,0,1,0,0,0,0,0,0,0
Tharsis,0,1,0,29529,14.99,0,0,0,0,0,1,0,1,0,0,0,1,0
"That Dragon, Cancer",0,1,1,3667,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Abbey of Crime Extensum,0,1,0,75,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Age of Decadence,1,1,0,62735,29.99,0,0,0,0,0,1,0,1,0,0,0,0,0
The Average Everyday Adventures of Samantha Browne,0,1,0,680,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Ball,0,2,0,44731,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Banner Saga,1,8,0,318990,19.99,0,0,0,0,0,1,0,1,0,0,0,1,0
The Banner Saga: Factions,0,1,0,42548,0.0,0,0,0,0,0,1,0,1,0,0,0,1,0
The Basement Collection,0,1,0,166968,3.99,0,1,0,0,0,1,0,0,0,0,0,1,0
The Beginner's Guide,4,42,2,41966,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Binding of Isaac,13,158,14,13094400,4.99,1,1,0,0,0,1,0,1,0,0,0,0,0
The Binding of Isaac: Rebirth,22,116,10,23576861,14.99,1,0,0,0,0,0,0,0,0,0,0,0,0
The Black Death,0,2,1,6809,19.99,1,1,0,0,0,0,0,1,0,0,0,0,0
The Black Watchmen,0,1,0,10187,9.99,0,1,0,0,0,1,1,1,0,0,0,0,0
The Blue Flamingo,1,0,0,19602,4.99,1,0,0,0,0,1,0,0,0,0,0,0,0
The Bottom of the Well,1,0,0,2583,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Bridge,1,6,0,63868,9.99,0,0,1,0,0,1,0,0,0,0,0,1,0
The Bureau: XCOM Declassified,1,13,0,440539,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
The Castle Doctrine,0,2,0,29911,15.99,0,0,0,0,0,1,1,0,0,0,0,1,0
The Cat Lady,0,2,0,39055,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Cat and the Coup,1,0,0,577,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Cave,0,1,1,91170,14.99,0,1,0,0,0,0,0,0,0,0,0,0,0
The Chosen RPG,0,1,0,50349,1.99,1,1,0,0,0,1,0,1,0,0,0,0,0
The Collider,0,7,0,10043,2.99,0,0,1,0,0,0,0,0,1,0,0,0,0
The Collider 2,0,1,0,773,9.99,0,0,0,1,0,0,0,0,0,0,0,0,0
The Coma: Cutting Class,1,0,0,1360,,0,1,0,0,0,1,0,0,0,0,0,0,0
The Crew™,0,15,1,1116976,29.99,1,0,0,0,0,0,1,0,1,0,0,0,0
The Curious Expedition,0,1,0,22361,14.99,0,1,0,0,0,1,0,1,0,1,0,1,0
The Dark Eye: Chains of Satinav,0,2,0,27224,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Darkness II,3,17,4,535026,29.99,1,0,0,0,0,0,0,0,0,0,0,0,0
The Deed,0,1,0,23527,0.99,0,1,0,0,0,0,0,1,0,0,0,0,0
The Deer,0,1,0,35671,0.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Deer God,0,1,1,21369,14.99,0,0,0,0,0,1,0,0,0,0,0,0,0
The Desolate Hope,0,2,0,5143,,1,1,0,0,0,1,0,1,0,0,0,0,0
The Detail,1,0,0,11237,3.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Dream Machine: Chapter 1 & 2,0,1,0,30622,3.99,0,1,1,0,0,1,0,0,0,0,0,0,0
The Elder Scrolls III: Morrowind® Game of the Year Edition,2,12,1,1440674,14.99,0,0,0,0,0,0,0,1,0,0,0,0,0
The Elder Scrolls IV: Oblivion® Game of the Year Edition,3,17,2,4564996,14.99,0,0,0,0,0,0,0,1,0,0,0,0,0
The Elder Scrolls® Online: Tamriel Unlimited™,6,22,6,5043024,19.99,0,0,0,0,0,0,1,1,0,0,0,0,0
The Entente Gold,0,1,0,6874,1.99,0,0,0,0,0,0,0,0,0,0,0,1,0
The Escapists,8,36,4,1263545,17.99,1,1,0,0,0,1,0,0,0,1,0,1,0
The Evil Within,0,7,2,275111,19.99,1,0,0,0,0,0,0,0,0,0,0,0,0
The Expendabros,6,34,2,290258,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Fall,1,7,1,40385,9.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Fall of the Dungeon Guardians - Enhanced Edition,0,1,0,8873,19.99,0,0,0,0,0,1,0,1,0,0,0,1,0
The Fifth Day,0,5,0,33598,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Final Station,0,1,0,7289,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Flame in the Flood,0,2,0,19685,14.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Flock,0,0,1,662,16.99,1,0,0,0,0,1,0,0,0,0,0,0,0
The Forest,18,176,11,3882734,14.99,1,1,0,0,0,1,0,0,0,1,0,0,0
The Forest of Doom,0,3,0,9576,4.99,0,1,0,0,0,1,0,1,0,0,0,0,0
The Four Kings Casino and Slots,0,2,1,60587,0.0,0,0,1,0,0,0,1,0,0,1,0,0,0
The Fruit of Grisaia,0,4,0,125308,39.99,0,1,1,0,0,0,0,0,0,0,0,0,0
The Gallery - Episode 1: Call of the Starseed,0,1,0,2730,19.99,0,0,0,1,0,0,0,0,0,0,0,0,0
The God's Chain,1,0,0,7437,7.99,1,0,0,0,0,0,0,0,0,0,0,0,0
The Graveyard,0,2,0,1723,4.99,0,0,0,0,0,1,0,0,0,1,0,0,0
The Great Jitters: Pudding Panic,0,1,0,178,4.99,1,0,1,0,0,1,0,0,0,0,0,1,0
The Guild II Renaissance,0,1,1,224875,9.99,0,0,0,0,0,0,0,0,0,1,0,1,0
The Hat Man: Shadow Ward,0,2,2,37905,1.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Howler,1,0,0,28783,1.99,0,0,1,0,0,1,0,0,0,1,0,1,0
The I of the Dragon,0,1,0,9416,6.99,0,0,0,0,0,0,0,1,0,0,0,0,0
The Impossible Game,1,3,1,46260,4.99,0,0,0,0,0,1,0,0,0,0,0,0,0
The Incredible Adventures of Van Helsing,0,7,0,441098,14.99,1,1,0,0,0,1,0,1,0,0,0,0,0
The Inner World,1,2,0,21242,14.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Interview,0,1,1,307,1.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Isle,0,5,0,148908,19.99,1,1,0,0,0,1,1,0,0,1,0,0,0
The Jackbox Party Pack,1,2,0,192943,24.99,0,0,1,0,0,1,0,0,0,0,0,1,0
The Journey Down: Chapter One,0,0,1,24766,8.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Journey Down: Chapter Two,0,0,1,6602,19.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Juicer,0,0,1,4183,0.99,1,0,0,0,0,1,0,0,0,0,0,0,0
The Kings' Crusade,0,1,1,21486,9.99,0,0,0,0,0,0,0,0,0,0,0,1,0
The LEGO® Movie - Videogame,0,6,0,342777,19.99,1,1,0,0,0,0,0,0,0,0,0,0,0
The Lab,1,3,0,20822,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Last Door - Collector's Edition,0,1,0,10641,9.99,0,1,0,0,0,1,0,0,0,0,0,0,0
The Last Federation,0,1,0,59032,19.99,0,0,0,0,0,1,0,0,0,1,0,1,0
The Last Remnant™,0,3,0,514177,9.99,0,0,0,0,0,0,0,1,0,0,0,0,0
The Last Tinker™: City of Colors,0,2,0,18265,19.99,1,1,0,0,0,1,0,0,0,0,0,0,0
The Legend of Heroes: Trails in the Sky,0,2,0,204708,19.99,0,0,0,0,0,0,0,1,0,0,0,0,0
